Group,,activeArea,firingRate_mean,firingRate_std,firingRate_CV,firingRate_median,firingRate_P10,firingRate_P90,amplitude_mean,amplitude_std,amplitude_CV,amplitude_median,amplitude_P10,amplitude_P90,ISI_mean,ISI_std,ISI_CV,ISI_median,ISI_P10,ISI_P90,date,wellplateID,wellNo,runID,assayTag,div,wellGroupName,wellGroupColor,Plating Date,control
1,12,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/17/2024,T002604,12,82,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,13,7.62,0.33,0.27,0.82,0.27,0.13,0.6,60.32,23.35,0.39,53.3,42.14,86.68,51.33,26.94,0.52,42.9,26.36,87.29,4/17/2024,T002604,13,82,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,14,5.17,0.37,0.32,0.86,0.28,0.13,0.68,69.01,27.52,0.4,61.42,47.54,99.01,47.51,25.37,0.53,38.09,26.24,83.16,4/17/2024,T002604,14,82,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,1
1,15,7.23,0.32,0.23,0.7,0.25,0.13,0.62,60.29,22.21,0.37,53.84,41.96,87.89,58.44,30.77,0.53,48.86,29.7,100.9,4/17/2024,T002604,15,82,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,16,9.04,0.41,0.34,0.84,0.3,0.13,0.81,60.82,20.54,0.34,54.15,44.48,86.03,59.66,32.1,0.54,48.81,29.92,101.52,4/17/2024,T002604,16,82,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,17,0.08,0.4,0.21,0.53,0.32,0.25,0.63,32.15,5.58,0.17,30.13,28.26,38.34,92.02,41.69,0.45,86.24,54.2,132.24,4/17/2024,T002604,17,82,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,18,0.11,0.69,0.41,0.6,0.58,0.4,0.98,57.11,9.56,0.17,59.22,50.99,63.08,105.1,31.02,0.3,110.34,72.87,134.23,4/17/2024,T002604,18,82,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,19,8.28,0.35,0.26,0.76,0.27,0.13,0.65,63.77,32.58,0.51,54.42,40.1,99.98,54.24,29.24,0.54,45.92,27.24,89.83,4/17/2024,T002604,19,82,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,20,12.27,0.5,0.39,0.78,0.38,0.15,1.02,61.42,24.82,0.4,54.04,40.76,90.14,55.54,27.79,0.5,48.64,28.86,90.26,4/17/2024,T002604,20,82,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,1
1,21,11.93,0.45,0.35,0.76,0.35,0.15,0.91,78.37,40.86,0.52,65.94,44.73,128.85,52.99,33.51,0.63,45.17,21.8,93.28,4/17/2024,T002604,21,82,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,22,3.67,0.3,0.21,0.7,0.23,0.13,0.58,54.92,24.43,0.44,47.62,34.53,83.33,118.12,35.86,0.3,119.44,70.95,162.5,4/17/2024,T002604,22,82,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,23,0.31,0.33,0.17,0.53,0.28,0.15,0.62,36.46,8.54,0.23,33.25,29.85,50.65,72.64,22.63,0.31,68.97,50.15,114.99,4/17/2024,T002604,23,82,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,24,0.19,0.34,0.24,0.71,0.25,0.13,0.66,30.76,4.04,0.13,29.22,27.24,37.74,82.87,29.81,0.36,80.32,46.2,124.4,4/17/2024,T002604,24,82,DOP28 W3 Organoids T002604,28,Default Group,#999999,20.3.2024,0
1,25,2.68,0.35,0.26,0.76,0.28,0.13,0.7,69.91,27.58,0.39,62.53,46.38,101.93,53.31,32.52,0.61,40.75,24.66,98.92,4/17/2024,T002516,1,84,DOP28 W3 Organoids T002516,28,Default Group,#999999,20.3.2024,0
1,26,3.65,0.41,0.31,0.77,0.28,0.13,0.8,82.31,28.39,0.34,74.35,56.69,121.33,44.34,22.44,0.51,38.3,25.29,66.94,4/17/2024,T002516,2,84,DOP28 W3 Organoids T002516,28,Default Group,#999999,20.3.2024,1
1,27,1.56,0.38,0.28,0.73,0.28,0.15,0.73,82,26.39,0.32,77.78,57.64,113.62,51.91,31.64,0.61,39.92,22.56,102.1,4/17/2024,T002516,3,84,DOP28 W3 Organoids T002516,28,Default Group,#999999,20.3.2024,0
1,28,0.93,0.27,0.15,0.56,0.22,0.13,0.49,76.13,17.4,0.23,71.95,57.42,98.71,53.4,26.16,0.49,42.13,28.16,95.04,4/17/2024,T002516,4,84,DOP28 W3 Organoids T002516,28,Default Group,#999999,20.3.2024,0
1,29,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/17/2024,T002516,5,84,DOP28 W3 Organoids T002516,28,Default Group,#999999,20.3.2024,0
1,30,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/17/2024,T002516,6,84,DOP28 W3 Organoids T002516,28,Default Group,#999999,20.3.2024,0
1,31,10.52,0.38,0.27,0.72,0.29,0.13,0.73,63.15,29.23,0.46,54.06,40.1,94.99,50.72,26.51,0.52,43.47,24.76,87.92,4/17/2024,T002516,7,84,DOP28 W3 Organoids T002516,28,Default Group,#999999,20.3.2024,0
1,32,4.7,0.38,0.32,0.82,0.27,0.13,0.8,67.78,20.65,0.3,63.06,48.34,95.72,56.1,29.62,0.53,48.94,29.96,87.84,4/17/2024,T002516,8,84,DOP28 W3 Organoids T002516,28,Default Group,#999999,20.3.2024,1
1,33,1.44,0.23,0.12,0.5,0.2,0.12,0.37,81.21,36.2,0.45,71.88,53.22,122.66,46.88,38.51,0.82,34.46,18.33,80.45,4/17/2024,T002516,9,84,DOP28 W3 Organoids T002516,28,Default Group,#999999,20.3.2024,0
1,34,0.3,0.34,0.5,1.49,0.22,0.13,0.43,40.88,16.25,0.4,34.61,25.72,59.47,84.79,45.52,0.54,90.06,22.4,135.35,4/17/2024,T002516,10,84,DOP28 W3 Organoids T002516,28,Default Group,#999999,20.3.2024,0
1,35,0.25,0.44,0.48,1.09,0.27,0.12,0.93,37.84,13.45,0.36,32.26,27.71,60.91,81.13,42.23,0.52,73.94,35.34,133.08,4/17/2024,T002516,11,84,DOP28 W3 Organoids T002516,28,Default Group,#999999,20.3.2024,0
1,36,0.27,0.23,0.11,0.46,0.2,0.13,0.33,74.51,218.45,2.93,29.62,26.17,41.77,88.35,58.22,0.66,98.49,10.98,163.36,4/17/2024,T002516,12,84,DOP28 W3 Organoids T002516,28,Default Group,#999999,20.3.2024,0
1,37,11.04,0.42,0.31,0.74,0.32,0.13,0.83,59.23,26.94,0.45,51.71,37.34,87.5,55.87,28.58,0.51,49.53,26.06,93.62,4/17/2024,T002516,13,84,DOP28 W3 Organoids T002516,28,Default Group,#999999,20.3.2024,0
1,38,12.11,0.58,0.61,1.05,0.4,0.15,1.2,75.47,34.55,0.46,66.71,42.04,116.21,51.4,25.65,0.5,45.11,27.66,81.11,4/17/2024,T002516,14,84,DOP28 W3 Organoids T002516,28,Default Group,#999999,20.3.2024,1
1,39,8.13,0.42,0.38,0.91,0.3,0.13,0.8,61.99,29.18,0.47,56.07,35.05,90.77,51.88,28.82,0.56,43.21,24.43,91.68,4/17/2024,T002516,15,84,DOP28 W3 Organoids T002516,28,Default Group,#999999,20.3.2024,0
1,40,6.07,0.4,0.31,0.78,0.3,0.13,0.8,62.85,33.24,0.53,53.95,37.46,94.94,54.37,29.57,0.54,45.57,26.66,94.19,4/17/2024,T002516,16,84,DOP28 W3 Organoids T002516,28,Default Group,#999999,20.3.2024,0
1,41,8.9,0.39,0.29,0.73,0.3,0.13,0.75,64.33,36.77,0.57,53.76,39.49,100.36,48.64,26.95,0.55,42.64,25.69,83.38,4/17/2024,T002516,17,84,DOP28 W3 Organoids T002516,28,Default Group,#999999,20.3.2024,0
1,42,9.55,0.4,0.33,0.82,0.3,0.13,0.8,65.92,29.82,0.45,57.4,42.63,99.59,46.77,23.95,0.51,40.53,24.5,74.55,4/17/2024,T002516,18,84,DOP28 W3 Organoids T002516,28,Default Group,#999999,20.3.2024,0
1,43,1.03,3.36,6.55,1.95,0.22,0.12,9.87,717.32,971.51,1.35,69.36,35.24,2093.7,43.44,42.16,0.97,25.69,15.96,111.86,4/17/2024,T002516,19,84,DOP28 W3 Organoids T002516,28,Default Group,#999999,20.3.2024,0
1,44,10.52,0.51,0.59,1.15,0.37,0.15,0.96,69.03,26.24,0.38,62.4,45.72,99.62,47.63,22.59,0.47,42.46,26.48,75.69,4/17/2024,T002516,20,84,DOP28 W3 Organoids T002516,28,Default Group,#999999,20.3.2024,1
1,45,0.47,0.88,0.95,1.08,0.57,0.16,1.78,33.91,6.25,0.18,32.29,27.61,43.75,72.82,24.2,0.33,68.58,52.8,99.2,4/17/2024,T002516,21,84,DOP28 W3 Organoids T002516,28,Default Group,#999999,20.3.2024,0
1,46,0.06,0.34,0.09,0.26,0.32,0.25,0.44,30.06,1.65,0.05,30.51,28.17,31.49,83.86,43.12,0.51,72.47,47.28,131.85,4/17/2024,T002516,22,84,DOP28 W3 Organoids T002516,28,Default Group,#999999,20.3.2024,0
1,47,0.24,2.46,2.03,0.83,2.63,0.15,4.76,40.99,7.39,0.18,41.03,30.61,48,54.84,12.23,0.22,54.6,49.89,62.45,4/17/2024,T002516,23,84,DOP28 W3 Organoids T002516,28,Default Group,#999999,20.3.2024,0
1,48,0.54,3,2.32,0.77,2.92,0.38,5.57,44.78,13.47,0.3,40.66,30.97,62.07,59.06,15.17,0.26,58.9,47.42,77.26,4/17/2024,T002516,24,84,DOP28 W3 Organoids T002516,28,Default Group,#999999,20.3.2024,0
