Group,,activeArea,firingRate_mean,firingRate_std,firingRate_CV,firingRate_median,firingRate_P10,firingRate_P90,amplitude_mean,amplitude_std,amplitude_CV,amplitude_median,amplitude_P10,amplitude_P90,ISI_mean,ISI_std,ISI_CV,ISI_median,ISI_P10,ISI_P90,date,wellplateID,wellNo,runID,assayTag,div,wellGroupName,wellGroupColor,Plating Date,control
1,28,1.37,0.46,0.44,0.95,0.27,0.13,0.99,46.13,24.61,0.53,40.88,29.13,63.39,66.42,29.79,0.45,59.36,35.59,106.74,4/29/2024,M05357,4,24,DOP5 W3 Organoids M05357,5,Default Group,#999999,24.4.2024,0
1,29,1.38,1.18,2.9,2.46,0.25,0.13,1.28,51.86,21.05,0.41,45.74,33.41,77.23,60.48,30.47,0.5,56.66,30.55,97.74,4/29/2024,M05357,5,24,DOP5 W3 Organoids M05357,5,Default Group,#999999,24.4.2024,0
1,30,1.9,0.3,0.24,0.81,0.2,0.12,0.58,48.03,28.53,0.59,41.24,30.84,66.66,69.75,33.53,0.48,65.51,29.9,114.97,4/29/2024,M05357,6,24,DOP5 W3 Organoids M05357,5,Default Group,#999999,24.4.2024,0
1,31,1.36,0.46,0.56,1.22,0.25,0.12,1.1,42.65,14.52,0.34,37.93,29.28,68.69,86.29,46.19,0.54,89.15,26.03,151.54,4/29/2024,None,1,26,DOP5 W3 Organoids M04707,5,Default Group,#999999,24.4.2024,0
1,32,0.58,0.21,0.12,0.55,0.17,0.12,0.34,38.64,13.1,0.34,38.02,23.62,50.76,77.52,48.14,0.62,68.6,24.81,134.85,4/29/2024,None,2,26,DOP5 W3 Organoids M04707,5,Default Group,#999999,24.4.2024,0
1,33,0.87,0.24,0.14,0.6,0.18,0.12,0.46,50.6,21.01,0.42,46.15,29.5,67.64,61.63,36.47,0.59,51.5,33.66,106.26,4/29/2024,None,3,26,DOP5 W3 Organoids M04707,5,Default Group,#999999,24.4.2024,0
1,34,1.03,0.41,0.29,0.71,0.32,0.15,0.82,44.4,16.14,0.36,39.82,26.89,62.4,75.07,38.24,0.51,71.96,31.11,128.61,4/29/2024,None,4,26,DOP5 W3 Organoids M04707,5,Default Group,#999999,24.4.2024,0
1,35,0.62,0.54,0.54,1,0.23,0.12,1.5,47.83,18.37,0.38,42.01,26.56,69.19,81.68,33.03,0.4,86.24,36.98,115.41,4/29/2024,None,5,26,DOP5 W3 Organoids M04707,5,Default Group,#999999,24.4.2024,0
1,36,0.69,0.29,0.12,0.4,0.3,0.13,0.42,45.46,12.8,0.28,44.92,30.13,67.59,107.35,49.85,0.46,116.85,40.84,169.16,4/29/2024,None,6,26,DOP5 W3 Organoids M04707,5,Default Group,#999999,24.4.2024,0
1,37,1.05,0.3,0.25,0.82,0.22,0.12,0.67,48.91,24.06,0.49,41.06,29.6,82.56,59.4,26.42,0.44,53.16,29.96,98.2,4/29/2024,None,1,28,DOP5 W3 Organoids M04632,5,Default Group,#999999,24.4.2024,0
1,38,1.02,0.21,0.12,0.59,0.15,0.12,0.37,36.32,17.5,0.48,29.88,22.03,56.12,59.32,30.59,0.52,54.95,24.82,107.73,4/29/2024,None,2,28,DOP5 W3 Organoids M04632,5,Default Group,#999999,24.4.2024,0
1,39,1.77,0.33,0.3,0.93,0.21,0.12,0.65,50.66,23.9,0.47,43.22,32.13,77.2,60.22,26.82,0.45,56.46,32,92.13,4/29/2024,None,3,28,DOP5 W3 Organoids M04632,5,Default Group,#999999,24.4.2024,0
1,40,1.91,0.38,0.33,0.85,0.23,0.12,0.86,46.9,20.83,0.44,40.84,29.25,71.38,69.89,32.94,0.47,64.35,35.04,108.87,4/29/2024,None,4,28,DOP5 W3 Organoids M04632,5,Default Group,#999999,24.4.2024,0
1,41,2,0.41,0.38,0.93,0.28,0.13,0.87,48.38,22.19,0.46,42.45,31.78,67.45,62.39,33.38,0.54,54.24,27.9,110.15,4/29/2024,None,5,28,DOP5 W3 Organoids M04632,5,Default Group,#999999,24.4.2024,0
1,42,0.11,0.21,0.11,0.54,0.17,0.12,0.36,30.5,7.04,0.23,30.23,24.19,35.43,83.63,60.36,0.72,90.62,28.86,144.86,4/29/2024,None,6,28,DOP5 W3 Organoids M04632,5,Default Group,#999999,24.4.2024,0
1,43,1.01,0.23,0.17,0.72,0.18,0.12,0.38,68,70.46,1.04,52.66,41.15,89.45,93.79,42.42,0.45,93.23,35.23,150.69,4/29/2024,None,1,30,DOP5 W3 Organoids M05368,5,Default Group,#999999,24.4.2024,0
1,44,1,0.33,0.37,1.13,0.2,0.12,0.53,54.76,63.78,1.16,44.12,33.83,73.71,64.52,32.96,0.51,57.48,32.92,109.12,4/29/2024,None,2,30,DOP5 W3 Organoids M05368,5,Default Group,#999999,24.4.2024,0
1,45,1.45,0.27,0.18,0.69,0.2,0.12,0.49,53.41,23.82,0.45,47.54,30.56,84.68,112.86,40.6,0.36,113.6,69.6,159.67,4/29/2024,None,3,30,DOP5 W3 Organoids M05368,5,Default Group,#999999,24.4.2024,0
1,46,0.22,0.18,0.08,0.44,0.15,0.12,0.29,76.77,82.93,1.08,57.69,39.67,101.01,117.04,36.88,0.32,107.35,90.25,147.71,4/29/2024,None,4,30,DOP5 W3 Organoids M05368,5,Default Group,#999999,24.4.2024,0
1,47,0.25,0.36,0.25,0.69,0.25,0.12,0.68,41.05,8.49,0.21,39.03,30.12,53.54,101.13,62.51,0.62,105.04,14.6,179.92,4/29/2024,None,5,30,DOP5 W3 Organoids M05368,5,Default Group,#999999,24.4.2024,0
1,48,0.34,4.21,6,1.43,0.18,0.12,12.93,69.91,46.86,0.67,46.18,26.18,137.79,71.28,30.27,0.42,60.05,57.59,104.86,4/29/2024,None,6,30,DOP5 W3 Organoids M05368,5,Default Group,#999999,24.4.2024,0
1,49,2.62,0.42,0.41,0.99,0.27,0.13,0.88,54.99,33.39,0.61,44.78,27.76,89.8,66.94,31.66,0.47,62.97,31.57,109.31,5/1/2024,M05357,1,48,DOP7 W3 Organoids M05357,7,Default Group,#999999,24.4.2024,0
1,50,4.79,0.45,0.41,0.92,0.27,0.13,1,60.87,51.13,0.84,49.42,33.84,99.26,60.53,28.04,0.46,54.58,29.79,99.73,5/1/2024,M05357,2,48,DOP7 W3 Organoids M05357,7,Default Group,#999999,24.4.2024,0
1,51,4.27,0.43,0.39,0.92,0.3,0.13,0.87,59.83,37.47,0.63,47.26,32.23,99.59,65.35,32.08,0.49,58.1,32.56,107.11,5/1/2024,M05357,3,48,DOP7 W3 Organoids M05357,7,Default Group,#999999,24.4.2024,0
1,52,3.67,0.4,0.4,1,0.27,0.12,0.77,54.81,36.07,0.66,43.37,32.2,90.46,66.91,28.88,0.43,60.45,36.74,110.28,5/1/2024,M05357,4,48,DOP7 W3 Organoids M05357,7,Default Group,#999999,24.4.2024,0
1,53,3.78,0.74,1.99,2.69,0.25,0.13,1.08,55.88,24.51,0.44,48.61,35.21,88.75,56.84,26.69,0.47,50.46,29.7,91.96,5/1/2024,M05357,5,48,DOP7 W3 Organoids M05357,7,Default Group,#999999,24.4.2024,0
1,54,4.04,0.33,0.27,0.82,0.23,0.12,0.62,52.98,24.43,0.46,45.39,32.79,83.37,55.65,23.7,0.43,49.17,30.62,86.39,5/1/2024,M05357,6,48,DOP7 W3 Organoids M05357,7,Default Group,#999999,24.4.2024,0
1,55,3.54,0.45,0.41,0.93,0.32,0.13,1,50.58,23.11,0.46,43.61,31.22,75.64,73.32,35.92,0.49,70.13,32.96,117.48,5/1/2024,M04707,1,51,DOP7 W3 Organoids M04707,7,Default Group,#999999,24.4.2024,0
1,56,2.03,0.27,0.18,0.67,0.2,0.12,0.5,53.28,30.82,0.58,43.39,31.79,87.68,66.66,35.72,0.54,59.02,30.27,114.63,5/1/2024,M04707,2,51,DOP7 W3 Organoids M04707,7,Default Group,#999999,24.4.2024,0
1,57,2.05,0.3,0.22,0.73,0.22,0.12,0.57,56.03,28.89,0.52,48.78,33.56,82.74,56.46,32.78,0.58,49.38,26.92,99.08,5/1/2024,M04707,3,51,DOP7 W3 Organoids M04707,7,Default Group,#999999,24.4.2024,0
1,58,3.71,0.4,0.37,0.92,0.28,0.13,0.82,50.26,26,0.52,43.35,31.1,76.81,65.29,31.7,0.49,58,31.82,110.11,5/1/2024,M04707,4,51,DOP7 W3 Organoids M04707,7,Default Group,#999999,24.4.2024,0
1,59,1.87,0.37,0.4,1.06,0.22,0.12,0.91,54.3,29.52,0.54,44.93,33.69,79,68.08,33.18,0.49,61.72,30.04,113.24,5/1/2024,M04707,5,51,DOP7 W3 Organoids M04707,7,Default Group,#999999,24.4.2024,0
1,60,1.19,0.26,0.13,0.49,0.22,0.12,0.43,48.77,16.28,0.33,45.04,32.1,70.51,77.92,47.94,0.62,70.14,27.19,149.6,5/1/2024,M04707,6,51,DOP7 W3 Organoids M04707,7,Default Group,#999999,24.4.2024,0
1,61,4.04,0.41,0.39,0.97,0.27,0.13,0.88,53.74,27.71,0.52,45.27,31.81,86.81,60.75,27.16,0.45,55.31,34.19,94.47,5/1/2024,M04632,1,53,DOP7 W3 Organoids M04632,7,Default Group,#999999,24.4.2024,0
1,62,2.58,0.26,0.17,0.64,0.2,0.12,0.5,49.96,25.53,0.51,43.48,24.51,82.94,64.87,32.72,0.5,58.34,31.77,107.32,5/1/2024,M04632,2,53,DOP7 W3 Organoids M04632,7,Default Group,#999999,24.4.2024,0
1,63,4.28,0.38,0.36,0.94,0.27,0.13,0.77,57.18,35.96,0.63,46.14,32.01,95.56,62.86,27.77,0.44,58.5,31.6,99.21,5/1/2024,M04632,3,53,DOP7 W3 Organoids M04632,7,Default Group,#999999,24.4.2024,0
1,64,4.63,0.41,0.32,0.79,0.3,0.13,0.81,58.37,31.44,0.54,47.84,33.08,97.9,65.48,29.94,0.46,59.61,32.16,106.37,5/1/2024,M04632,4,53,DOP7 W3 Organoids M04632,7,Default Group,#999999,24.4.2024,0
1,65,5.97,0.55,0.59,1.07,0.33,0.13,1.24,49.67,27.92,0.56,41.77,30.99,75.75,64.93,30.92,0.48,59.52,30.98,106.89,5/1/2024,M04632,5,53,DOP7 W3 Organoids M04632,7,Default Group,#999999,24.4.2024,0
1,66,0.05,0.16,0.08,0.47,0.13,0.12,0.24,23.78,2.36,0.1,23.64,21.7,26,74.28,87.29,1.18,74.28,24.9,123.66,5/1/2024,M04632,6,53,DOP7 W3 Organoids M04632,7,Default Group,#999999,24.4.2024,0
1,67,3.33,0.37,0.31,0.84,0.27,0.13,0.77,65.05,40.49,0.62,54.47,39.59,97.34,92.98,37.84,0.41,91.09,42.63,144.54,5/1/2024,M05368,1,55,DOP7 W3 Organoids M05368,7,Default Group,#999999,24.4.2024,0
1,68,2.54,0.38,0.6,1.56,0.23,0.12,0.68,68.46,54.62,0.8,52.68,35.49,111.99,61.18,33.49,0.55,52.16,28.03,97.41,5/1/2024,M05368,2,55,DOP7 W3 Organoids M05368,7,Default Group,#999999,24.4.2024,0
1,69,4.19,0.28,0.18,0.62,0.23,0.13,0.54,59.08,26.35,0.45,52.32,35.49,92.8,120.61,34.28,0.28,120.98,80.7,164.35,5/1/2024,M05368,3,55,DOP7 W3 Organoids M05368,7,Default Group,#999999,24.4.2024,0
1,70,0.61,0.17,0.07,0.39,0.15,0.12,0.22,54.89,38.75,0.71,49.92,34.96,70.08,104.27,69.36,0.67,119.35,11.21,181.48,5/1/2024,M05368,4,55,DOP7 W3 Organoids M05368,7,Default Group,#999999,24.4.2024,0
1,71,0.56,0.31,0.23,0.73,0.2,0.12,0.68,45.6,12.57,0.28,42.06,36.24,62.74,99.07,51.76,0.52,100.9,1.2,160.45,5/1/2024,M05368,5,55,DOP7 W3 Organoids M05368,7,Default Group,#999999,24.4.2024,0
1,72,0.25,5.36,6.16,1.15,0.22,0.12,12.7,83.26,49.63,0.6,50.17,31.83,140.13,61.36,2.03,0.03,61.24,59.42,63.84,5/1/2024,M05368,6,55,DOP7 W3 Organoids M05368,7,Default Group,#999999,24.4.2024,0
1,73,4.25,0.5,0.57,1.13,0.28,0.13,1.11,64.9,46.05,0.71,52.28,31.04,111.88,66.18,29.13,0.44,62.42,32.9,103.3,5/3/2024,M05357,1,61,DOP9 W3 Organoids M05357,9,Default Group,#999999,24.4.2024,0
1,74,7.39,0.45,0.41,0.92,0.28,0.13,0.95,66.44,50.8,0.76,51.25,35.6,112.19,59.39,28.72,0.48,54.3,28.37,96.88,5/3/2024,M05357,2,61,DOP9 W3 Organoids M05357,9,Default Group,#999999,24.4.2024,0
1,75,6.7,0.46,0.38,0.81,0.33,0.13,0.96,68.85,50.49,0.73,52.68,34.03,121.38,59.48,26.42,0.44,54.67,31.29,95.34,5/3/2024,M05357,3,61,DOP9 W3 Organoids M05357,9,Default Group,#999999,24.4.2024,0
1,76,6.12,0.4,0.38,0.95,0.27,0.13,0.9,61.15,49.93,0.82,47.22,32.19,106.11,62.1,30.38,0.49,57.26,28.33,99.74,5/3/2024,M05357,4,61,DOP9 W3 Organoids M05357,9,Default Group,#999999,24.4.2024,0
1,77,6.19,0.47,1.1,2.37,0.25,0.13,0.65,59.68,33.3,0.56,50.3,34.4,94.05,59.48,28.92,0.49,53.35,28.13,102.04,5/3/2024,M05357,5,61,DOP9 W3 Organoids M05357,9,Default Group,#999999,24.4.2024,0
1,78,7.53,0.35,0.29,0.84,0.27,0.12,0.68,58.28,32.91,0.56,47.79,33.33,94.45,56.07,24.81,0.44,51.04,29.64,88.76,5/3/2024,M05357,6,61,DOP9 W3 Organoids M05357,9,Default Group,#999999,24.4.2024,0
1,79,4.3,0.38,0.44,1.14,0.25,0.13,0.69,56.28,29.72,0.53,47.53,32.9,90.13,70.35,35.58,0.51,64.56,32.01,116.74,5/3/2024,M04707,1,63,DOP9 W3 Organoids M04707,9,Default Group,#999999,24.4.2024,0
1,80,2.54,0.27,0.2,0.74,0.22,0.12,0.42,61.83,41.89,0.68,49.43,33.71,100.11,53.68,28.99,0.54,46.7,27.83,92.04,5/3/2024,M04707,2,63,DOP9 W3 Organoids M04707,9,Default Group,#999999,24.4.2024,0
1,81,1.94,0.22,0.15,0.65,0.18,0.12,0.36,59.47,32.14,0.54,50.8,33.99,98.24,57.76,34.91,0.6,46.48,26.2,114.98,5/3/2024,M04707,3,63,DOP9 W3 Organoids M04707,9,Default Group,#999999,24.4.2024,0
1,82,5.65,0.37,0.3,0.8,0.27,0.13,0.73,56.06,30.94,0.55,46.87,31.57,90.2,61.74,31.65,0.51,53.79,28.83,104.54,5/3/2024,M04707,4,63,DOP9 W3 Organoids M04707,9,Default Group,#999999,24.4.2024,0
1,83,2.27,0.34,0.35,1.01,0.2,0.12,0.71,63.13,38.42,0.61,51.44,38.23,95.79,55.66,30.65,0.55,46.85,26.47,101.68,5/3/2024,M04707,5,63,DOP9 W3 Organoids M04707,9,Default Group,#999999,24.4.2024,0
1,84,1.22,0.25,0.12,0.5,0.22,0.12,0.43,54.54,27.53,0.5,45.94,33.99,79.54,59.07,42.61,0.72,44.75,21.5,127.53,5/3/2024,M04707,6,63,DOP9 W3 Organoids M04707,9,Default Group,#999999,24.4.2024,0
1,85,7.32,0.44,0.39,0.88,0.3,0.13,0.9,61.08,38.19,0.63,48.51,33.7,102.71,57.27,26,0.45,52.1,29.87,90.11,5/3/2024,M04632,1,65,DOP9 W3 Organoids M04632,9,Default Group,#999999,24.4.2024,0
1,86,4.75,0.3,0.26,0.87,0.2,0.12,0.57,58.29,35.28,0.61,48.34,30.63,96,57.6,27.94,0.49,52.68,26.93,92.82,5/3/2024,M04632,2,65,DOP9 W3 Organoids M04632,9,Default Group,#999999,24.4.2024,0
1,87,8.08,0.4,0.35,0.86,0.28,0.13,0.8,59.51,38.27,0.64,47.82,33.07,95.3,62.85,26.98,0.43,59.55,31.51,99.14,5/3/2024,M04632,3,65,DOP9 W3 Organoids M04632,9,Default Group,#999999,24.4.2024,0
1,88,8.1,0.43,0.36,0.85,0.3,0.13,0.88,60.08,38.74,0.64,48.68,34.24,96.28,61.92,29.92,0.48,56.63,29.87,100.92,5/3/2024,M04632,4,65,DOP9 W3 Organoids M04632,9,Default Group,#999999,24.4.2024,0
1,89,8.17,0.51,0.5,0.99,0.32,0.13,1.15,52.95,35.87,0.68,44.64,31.46,80.3,59.22,30.61,0.52,54.4,25.06,97.92,5/3/2024,M04632,5,65,DOP9 W3 Organoids M04632,9,Default Group,#999999,24.4.2024,0
1,90,0.02,0.16,0.01,0.09,0.16,0.15,0.17,32.5,13.93,0.43,32.5,24.62,40.38,3.3,N/A,N/A,3.3,3.3,3.3,5/3/2024,M04632,6,65,DOP9 W3 Organoids M04632,9,Default Group,#999999,24.4.2024,0
1,91,6.3,0.35,0.27,0.78,0.25,0.13,0.68,70.15,37.65,0.54,58.37,40.79,113.49,94.15,39.06,0.41,95.05,42.54,144.5,5/3/2024,M05368,1,67,DOP9 W3 Organoids M05368,9,Default Group,#999999,24.4.2024,0
1,92,4.37,0.34,0.26,0.79,0.23,0.13,0.7,70.72,61.62,0.87,52.84,36.79,121.24,59.47,30.43,0.51,52.23,29.33,101.25,5/3/2024,M05368,2,67,DOP9 W3 Organoids M05368,9,Default Group,#999999,24.4.2024,0
1,93,8.43,0.36,0.23,0.64,0.28,0.13,0.67,64.62,32.45,0.5,55.18,37.08,103.71,117.68,35.07,0.3,118.8,77.36,160.78,5/3/2024,M05368,3,67,DOP9 W3 Organoids M05368,9,Default Group,#999999,24.4.2024,0
1,94,1.61,0.19,0.18,0.93,0.15,0.12,0.28,65.6,46.59,0.71,57.03,39.02,94.09,95.47,54.69,0.57,103.5,4.78,158.44,5/3/2024,M05368,4,67,DOP9 W3 Organoids M05368,9,Default Group,#999999,24.4.2024,0
1,95,0.82,0.25,0.15,0.62,0.18,0.12,0.5,47.11,14.97,0.32,43.2,32.91,66.8,98.28,60.25,0.61,117.4,0.3,160.4,5/3/2024,M05368,5,67,DOP9 W3 Organoids M05368,9,Default Group,#999999,24.4.2024,0
1,96,0.29,4.85,6.17,1.27,0.32,0.13,13.27,76.17,47.91,0.63,47.03,29.93,138.95,72.7,29.56,0.41,59.76,58.53,111.04,5/3/2024,M05368,6,67,DOP9 W3 Organoids M05368,9,Default Group,#999999,24.4.2024,0
1,97,6.01,0.51,0.48,0.95,0.33,0.13,1.08,80.9,84.33,1.04,56.32,30.83,144.46,61.61,30.34,0.49,55.28,29.66,102.04,5/6/2024,M05357,1,69,DOP12 W3 Organoids M05357,12,Default Group,#999999,24.4.2024,0
1,98,12.34,0.46,0.43,0.92,0.3,0.13,1,72.67,61.36,0.84,54.5,35.22,130.8,55.38,27.04,0.49,49.02,27.97,91.24,5/6/2024,M05357,2,69,DOP12 W3 Organoids M05357,12,Default Group,#999999,24.4.2024,0
1,99,10.13,0.44,0.39,0.88,0.3,0.13,0.9,71.9,52.26,0.73,54.49,35.89,126.56,58.76,29.26,0.5,51.88,28.82,95.73,5/6/2024,M05357,3,69,DOP12 W3 Organoids M05357,12,Default Group,#999999,24.4.2024,0
1,100,9.93,0.4,0.34,0.87,0.27,0.13,0.88,65.36,71.19,1.09,47.06,32.17,104.85,58.26,28.6,0.49,52.21,28.16,93.4,5/6/2024,M05357,4,69,DOP12 W3 Organoids M05357,12,Default Group,#999999,24.4.2024,0
1,101,10.64,0.46,1.2,2.6,0.25,0.13,0.68,65.34,44.64,0.68,52.06,35.65,107.81,54.14,26.83,0.5,48.87,25.75,88.77,5/6/2024,M05357,5,69,DOP12 W3 Organoids M05357,12,Default Group,#999999,24.4.2024,0
1,102,13.73,0.39,0.33,0.85,0.28,0.13,0.75,64.06,42.28,0.66,50.8,33.58,107.71,55.29,25.74,0.47,50.38,28.52,89.56,5/6/2024,M05357,6,69,DOP12 W3 Organoids M05357,12,Default Group,#999999,24.4.2024,0
